Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood,score,text
69924,0nWdIGnVIgKlYPW7M2FpZ8,K. S. Harisankar;Ninoy Varghese,Padma,"Kaanathe Kanninullil - From ""Padma""",19,171666,False,0.63,0.811,0,-4.987,1,0.0427,0.445,3.3e-05,0.118,0.732,143.772,4,malay,happy,0.04914500000000004,"Kaanathe Kanninullil - From ""Padma"" by K. S. Harisankar;Ninoy Varghese with mood happy"
76561,1AdVqxJNhspyfmIswUrzlC,Lara Fabian,Love By Grace,Love by Grace,21,248493,False,0.418,0.377,6,-8.771,1,0.0327,0.709,0.0,0.0928,0.193,137.485,4,opera,sad,0.41817799999999994,Love by Grace by Lara Fabian with mood sad
69068,3epxqmWkqp4HplaYp8NfMP,Niranj Suresh,Godha (Original Motion Picture Soundtrack),Innalekalil,47,192682,False,0.635,0.563,11,-7.133,0,0.0297,0.278,4.13e-05,0.144,0.466,123.041,4,malay,neutral,0.11292500000000003,Innalekalil by Niranj Suresh with mood neutral
45445,2kF9Ijd7I2Kk2P4bYqUmzG,Kenny Burrell,Midnight Blue (The Rudy Van Gelder Edition),Midnight Blue - Remastered,55,242346,False,0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,4,guitar,calm,0.11713599999999999,Midnight Blue - Remastered by Kenny Burrell with mood calm
15524,75HBk4yWNK20Q1TpSFSEGA,itssvd;Shiloh Dynasty,tape for when i'm sad,i'm lonely now,57,93276,False,0.849,0.111,0,-23.248,0,0.046,0.606,0.00165,0.106,0.332,102.508,4,chill,sad,0.458145,i'm lonely now by itssvd;Shiloh Dynasty with mood sad
111313,7xpw5FSNYXKfdQSBuO0THv,Massive Attack,Blue Lines (2012 Mix/Master),Be Thankful For What You've Got - 2012 Mix/Master,54,249413,False,0.821,0.528,4,-11.749,0,0.0463,0.117,0.0702,0.0816,0.345,92.128,4,trip-hop,neutral,0.21220900000000006,Be Thankful For What You've Got - 2012 Mix/Master by Massive Attack with mood neutral
1255,7sJh1Fj7dcuHnHSqL8FHf3,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,Segura,23,238293,False,0.538,0.533,0,-12.113,1,0.0518,0.0184,0.0133,0.109,0.365,74.973,4,afrobeat,neutral,0.19371400000000005,Segura by Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine with mood neutral
27471,3nfLqbYDJGUuuP3oR4Ewge,SpectraSoul,Stock Sound EP,Waiting for...,17,321415,False,0.564,0.742,5,-6.327,1,0.056,0.00215,0.653,0.087,0.0385,172.027,4,drum-and-bass,energetic,0.6000462500000001,Waiting for... by SpectraSoul with mood energetic
93331,02MRylJ1WAgxzdqfNfdIsR,Oleg Pogudin,Любовь и разлука. Песни Исаака Шварца,"Город пышный, город бедный",0,114600,False,0.446,0.121,4,-12.737,0,0.0414,0.937,0.0,0.125,0.18,107.573,3,romance,sad,0.6138410000000001,"Город пышный, город бедный by Oleg Pogudin with mood sad"
60632,1v2BAMdO99fzwBccyD4dDI,Tony Matterhorn,Dutty Wine Part Few,Dutty Wine - Part Few,20,163468,False,0.852,0.8,11,-3.788,0,0.129,0.00836,0.0,0.0535,0.629,112.128,4,j-dance,happy,0.06924100000000004,Dutty Wine - Part Few by Tony Matterhorn with mood happy
21391,1w6CvAWqBs6iKjLgeN9GSb,Shamanes Crew;Maxi Vargas,Tótem,Princesa De La Luna,34,195937,False,0.725,0.777,9,-5.156,0,0.172,0.0811,0.0,0.236,0.864,79.912,4,dancehall,happy,0.03542500000000001,Princesa De La Luna by Shamanes Crew;Maxi Vargas with mood happy
24612,5HW6st2JIjQoQIMSqqTlPp,Fanon Flowers,Revisited,Prado Oscuro,5,353280,False,0.806,0.619,2,-12.331,1,0.0567,0.0689,0.96,0.11,0.151,124.994,4,detroit-techno,neutral,0.42156200000000005,Prado Oscuro by Fanon Flowers with mood neutral
24371,5oVfMqZc4IL0InTSJT955E,Surgeon,Pet 2000 (2014 Remaster),Badger Bite - 2014 Remaster,8,440517,False,0.828,0.71,10,-4.5,0,0.338,0.0305,0.0253,0.11,0.192,134.995,4,detroit-techno,energetic,0.3817640000000001,Badger Bite - 2014 Remaster by Surgeon with mood energetic
37815,0WU1hXQvd8IVWPVAPSBwCa,Mc Tha,Rito de Passá,Despedida,45,250000,False,0.698,0.609,1,-7.507,0,0.0457,0.447,0.000793,0.122,0.448,160.039,4,funk,neutral,0.12398500000000003,Despedida by Mc Tha with mood neutral
12433,53lFtfrl5Of2Hkr5eiNscQ,Terence Siufay,The First Album Of Siu Fay,時光機,54,208004,False,0.588,0.465,1,-7.488,1,0.0293,0.345,0.0,0.0763,0.392,126.898,4,cantopop,neutral,0.18468900000000002,時光機 by Terence Siufay with mood neutral
66528,6OoxPCCi2pICdzt4GngJMd,Koo Koo Kanga Roo;Slug,Celebrate This!,Leftovers,11,169942,False,0.717,0.796,6,-6.809,0,0.178,0.0706,0.0,0.0506,0.814,173.025,4,kids,happy,0.03861200000000002,Leftovers by Koo Koo Kanga Roo;Slug with mood happy
25599,4C5LdhWdqJujGwtbI1l5fi,Fantasy,Lieder unseres Lebens,Wovon träumst du denn,33,221277,False,0.61,0.89,1,-4.603,1,0.0518,0.144,0.0,0.0885,0.416,122.16,4,disco,energetic,0.2315560000000001,Wovon träumst du denn by Fantasy with mood energetic
113385,5WKEKguT5QbGZG7Klh1Ccd,Chris Tomlin,Always,The Answer,43,215399,False,0.532,0.726,1,-4.474,1,0.0296,0.0199,3.1e-06,0.099,0.404,89.971,4,world-music,energetic,0.172692,The Answer by Chris Tomlin with mood energetic
17420,0hUeLzZyTbX5yXvKqdDYk9,DJ LILMAN;Jiddy,Fake Love,Fake Love,18,191111,False,0.919,0.712,1,-8.471,1,0.278,0.0594,0.0319,0.13,0.684,151.945,4,club,happy,0.025999999999999995,Fake Love by DJ LILMAN;Jiddy with mood happy
20173,3M9OqhV8v0k83RAQihjJwi,Lady Gaga,TOKYO - HALLOWEEN -,ブラッディー・マリー,0,244760,False,0.584,0.638,9,-6.437,0,0.0302,0.0134,3.06e-06,0.101,0.456,99.97,4,dance,neutral,0.11978000000000003,ブラッディー・マリー by Lady Gaga with mood neutral
60944,3XN6gsqRw1EzezEdgQmKO7,SHINJIRO ATAE (from AAA),THIS IS WHERE WE PROMISE,How We Do It,19,241066,False,0.704,0.804,0,-5.924,1,0.0434,0.0187,0.0,0.0834,0.556,127.004,4,j-dance,energetic,0.10115200000000002,How We Do It by SHINJIRO ATAE (from AAA) with mood energetic
76355,1OWoYQ9tGoufbJGY0YOdAI,Andrea Bocelli;Alison Krauss,Believe (Deluxe),Amazing Grace (arr. Mercurio),52,236913,False,0.108,0.251,0,-11.21,1,0.0358,0.918,0.000653,0.0879,0.119,80.409,4,opera,sad,0.585562,Amazing Grace (arr. Mercurio) by Andrea Bocelli;Alison Krauss with mood sad
1534,2YihM9XOmwQHahqSpOui9C,Plastilina Mosh,All U Need Is Mosh,Toll Free,22,201746,False,0.746,0.722,0,-5.389,0,0.0545,0.031,0.0,0.641,0.889,138.153,4,afrobeat,happy,0.022804999999999992,Toll Free by Plastilina Mosh with mood happy
97408,3D3Xm4RDxsZv9ASo5gfzuu,Gustavo Mioto,Inconfundível,Ciúmes,48,186525,False,0.667,0.796,11,-3.957,1,0.0898,0.213,0.0,0.235,0.61,155.927,4,sertanejo,happy,0.07451600000000005,Ciúmes by Gustavo Mioto with mood happy
80954,3iOcbCxe0jW1XrlFb0rvj2,Roop Kumar Rathod;AK Bhuker,LoFi Songs,Maula Mere Maula - LoFi,56,160308,False,0.549,0.482,9,-9.233,0,0.0423,0.293,0.00779,0.0683,0.236,119.92,4,pop-film,neutral,0.33202000000000004,Maula Mere Maula - LoFi by Roop Kumar Rathod;AK Bhuker with mood neutral
14539,6L4SJsSlrgMaf4wA5ZfWjs,Sweet Little Band,Lullabies Rock Vol 3,And I Love Her,32,188871,False,0.708,0.258,2,-14.208,0,0.0385,0.788,0.705,0.106,0.364,113.01,4,children,sad,0.30706,And I Love Her by Sweet Little Band with mood sad
41367,5WqtCTkM6LIvj1wOEfA2k2,HammerFall,Crimson Thunder,Dreams Come True,43,242626,False,0.451,0.354,8,-8.22,0,0.0307,0.169,0.0,0.14,0.268,140.084,4,goth,sad,0.34354000000000007,Dreams Come True by HammerFall with mood sad
18287,6xQD3FwSPXyWgmCwSEGMkh,Mike Birbiglia,Two Drink Mike,I'm Crazy and Gay Cats,24,437000,False,0.589,0.524,2,-11.455,0,0.941,0.82,0.0,0.918,0.515,141.739,5,comedy,calm,0.08700100000000001,I'm Crazy and Gay Cats by Mike Birbiglia with mood calm
112709,1Xfbnh0217t3gSfqIWHtFg,Diplomat;Bora,YAŞANMAMIŞ SAY,YAŞANMAMIŞ SAY,39,153962,False,0.685,0.901,2,-5.591,1,0.0608,0.229,2.77e-05,0.14,0.451,105.994,4,turkish,energetic,0.21240200000000004,YAŞANMAMIŞ SAY by Diplomat;Bora with mood energetic
45734,1zA4fFerBRVJz22AOLXwPq,Charlie Byrd,Brazilian Byrd,Jazz 'N' Samba (So Danco Samba),22,142960,False,0.725,0.502,4,-12.541,0,0.0338,0.703,0.774,0.0836,0.868,103.162,4,guitar,calm,0.014227999999999987,Jazz 'N' Samba (So Danco Samba) by Charlie Byrd with mood calm
45087,5k7NEBk8g8fbtgPovYj0dr,Mikis Theodorakis;Francesco Diaz,Balearic Deep-House Winter 2022,New Days (Sinking Soul),0,438000,False,0.527,0.353,2,-9.568,0,0.0384,0.477,0.836,0.124,0.058,125.98,4,guitar,sad,0.6115729999999999,New Days (Sinking Soul) by Mikis Theodorakis;Francesco Diaz with mood sad
38635,2IuMLcC6IIbnhNFooJWOCn,Shannon & The Clams,Onion,It's Gonna Go Away,27,191320,False,0.506,0.74,9,-7.773,0,0.0492,0.36,0.754,0.128,0.781,126.143,4,garage,happy,0.019961000000000003,It's Gonna Go Away by Shannon & The Clams with mood happy
40872,1BkYwLp35LlBJZwANUvzFs,Quatro por Um,Nada é Impossível,Um Deus Tão Grande,38,287184,False,0.352,0.677,4,-5.216,1,0.0333,0.474,0.0,0.758,0.22,134.014,4,gospel,neutral,0.3423290000000001,Um Deus Tão Grande by Quatro por Um with mood neutral
77145,4H2aXMhY9lQQI9psJUjCPt,Sem Reznha,"Sem Reznha Acústico, Vol. 16",Esqueça-Me Se For Capaz / Vai Lá em Casa Hoje (Pagode) - Acústico,51,246878,False,0.462,0.408,8,-9.963,0,0.056,0.736,0.0,0.298,0.851,168.062,4,pagode,calm,0.03946499999999999,Esqueça-Me Se For Capaz / Vai Lá em Casa Hoje (Pagode) - Acústico by Sem Reznha with mood calm
105779,6G5zl2EhfxBV62nqb7UKEq,Lazy Leopard,Peach,Peach,5,105428,False,0.578,0.357,11,-14.198,0,0.105,0.36,0.833,0.169,0.265,139.94,4,study,sad,0.345274,Peach by Lazy Leopard with mood sad
69610,5CeW3Ox7UBrC7SSaw3UEmp,Santesh,Jiwang,Jiwang,31,207231,False,0.601,0.948,7,-4.876,1,0.106,0.0315,0.00164,0.235,0.72,80.002,4,malay,happy,0.127504,Jiwang by Santesh with mood happy
5402,3SesM3TeiD6GdlMMKHFr2K,Fery,Man Of The World (Obito's Fate),Man Of The World (Obito's Fate),36,204000,False,0.594,0.419,0,-8.066,0,0.0255,0.0776,0.219,0.249,0.112,100.008,4,anime,neutral,0.5061050000000001,Man Of The World (Obito's Fate) by Fery with mood neutral
94166,6CKU2H5ZhY27Toecau0JbO,Connor Price,Jude's Song,Jude's Song,62,137079,False,0.883,0.452,3,-8.409,0,0.046,0.351,0.0,0.0873,0.879,119.973,4,sad,calm,0.028144999999999983,Jude's Song by Connor Price with mood calm
110522,3fW0qHrlcv8y0pc6SHo66V,Phaxe;Caroline Harrison;Neelix,Angels of Destruction (Neelix Remix),Angels of Destruction - Neelix Remix,52,478260,False,0.718,0.541,2,-9.262,1,0.0391,0.0143,0.476,0.148,0.0898,136.03,4,trance,neutral,0.50786504,Angels of Destruction - Neelix Remix by Phaxe;Caroline Harrison;Neelix with mood neutral
18009,5TlAXiBCBwiQnIZUAA4Jkg,Lil Dicky;Snoop Dogg,Professional Rapper,Professional Rapper (feat. Snoop Dogg),62,353959,True,0.684,0.621,11,-8.442,0,0.362,0.432,0.0,0.607,0.537,128.882,3,comedy,calm,0.06961,Professional Rapper (feat. Snoop Dogg) by Lil Dicky;Snoop Dogg with mood calm
49553,7sKSWDkW8DfAylLv4SufE4,MVTATE,Dream EP,Dream,44,224016,False,0.539,0.939,6,-4.195,0,0.0683,0.00656,0.618,0.457,0.147,150.131,4,hardstyle,energetic,0.54133,Dream by MVTATE with mood energetic
28453,0sBW1wri8FQX4PsCmyF0Pm,ILLENIUM,I'll Be Your Reason,I'll Be Your Reason,47,219882,False,0.559,0.777,8,-5.64,0,0.369,0.0251,0.000198,0.246,0.352,170.114,4,dub,energetic,0.23203300000000007,I'll Be Your Reason by ILLENIUM with mood energetic
51274,455OjhLhU9JCNYKKoUOFwr,Tegi Pannu;Manni Sandhu,Into You,Into You,64,174508,False,0.72,0.711,1,-6.926,0,0.0457,0.309,0.0,0.492,0.713,148.223,4,hip-hop,happy,0.019890000000000012,Into You by Tegi Pannu;Manni Sandhu with mood happy
105908,7FAktFGtxzYbcE6ceIyYzn,fresh from the oven,yaaas,yaaas,26,155795,False,0.575,0.423,9,-9.062,1,0.0538,0.694,0.3,0.359,0.246,176.031,4,study,neutral,0.3382450000000001,yaaas by fresh from the oven with mood neutral
92970,4Y8LIgUI8tmqb1MmgHm727,Bob & Lucille,Eeny Meeny Miney Moe,Demon Lover,21,161040,False,0.711,0.319,11,-10.289,0,0.0649,0.904,0.0,0.143,0.74,69.58,4,rockabilly,calm,0.082561,Demon Lover by Bob & Lucille with mood calm
38992,7yg9468XEZe3XMOO8oTzL8,The Spits,Kill the Kool,2018,24,117996,False,0.438,0.735,9,-5.157,0,0.0525,0.000485,0.872,0.0706,0.46,104.458,4,garage,energetic,0.13382500000000003,2018 by The Spits with mood energetic
23231,5CvaeEX9dU9ZhwyoVIIgTO,Nora En Pure,Gratitude,Gratitude,56,210000,False,0.618,0.943,10,-6.848,0,0.044,0.105,0.964,0.185,0.0915,123.989,4,deep-house,energetic,0.61962125,Gratitude by Nora En Pure with mood energetic
113296,6M71YDFupcg9UTkR1ED57g,Hillsong Worship,let there be light.,Let There Be Light,47,451946,False,0.285,0.438,0,-10.007,1,0.0316,0.0563,0.000239,0.987,0.155,141.822,4,world-music,neutral,0.442269,Let There Be Light by Hillsong Worship with mood neutral
52837,780tBPZ9N8O472oi6wb8Si,Charlie Walker,Columbia Country Classics Volume 2: Honky Tonk Heroes,Who Will Buy The Wine,10,154093,False,0.49,0.448,6,-10.877,1,0.0297,0.568,0.000929,0.112,0.793,64.109,4,honky-tonk,calm,0.02315299999999999,Who Will Buy The Wine by Charlie Walker with mood calm
101978,74ltFESzEbP1NH2KGtbGVm,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",Bultande Hjärta,32,591087,False,0.164,0.109,1,-32.92,1,0.0479,0.978,0.929,0.0996,0.128,148.739,1,sleep,sad,0.6926650000000001,Bultande Hjärta by Avslappning Sound with mood sad
112126,55K1ON51dMNDODZG8y0ClU,Hidra,Yenilmez,Burası Dünya Değil,44,182181,True,0.614,0.734,1,-6.839,1,0.295,0.104,0.0,0.0709,0.816,179.823,4,turkish,happy,0.018212,Burası Dünya Değil by Hidra with mood happy
113962,3gSp7wFRqSkOEBm4pDAWYP,Bethel Music;Emmy Rose,Victory (Live),Promises Never Fail - Live,45,297000,False,0.383,0.836,3,-4.788,1,0.0468,0.101,0.0,0.229,0.26,146.052,4,world-music,energetic,0.34729600000000005,Promises Never Fail - Live by Bethel Music;Emmy Rose with mood energetic
84712,5w1ingzqrsJka9nlnEFB64,The Moody Blues,Nights In White Satin,Nights In White Satin,56,264997,False,0.19,0.344,4,-12.064,0,0.0309,0.252,0.327,0.194,0.218,156.888,3,psych-rock,sad,0.40426000000000006,Nights In White Satin by The Moody Blues with mood sad
5749,2CEhANtMKRkjk2Sv5fmCX7,Adlomusic,Jack El Destripador vs. Hercules,Jack El Destripador vs. Hercules,35,329333,True,0.717,0.825,8,-5.07,1,0.254,0.399,0.0,0.865,0.66,89.984,4,anime,happy,0.070225,Jack El Destripador vs. Hercules by Adlomusic with mood happy
113455,3ToiZ2yRXXa1uap4JIMbPP,Hillsong Young & Free,We Are Young & Free,Sinking Deep (Live),43,448573,False,0.432,0.509,9,-5.716,1,0.0298,0.0862,1.13e-06,0.721,0.242,139.954,4,world-music,neutral,0.31964500000000007,Sinking Deep (Live) by Hillsong Young & Free with mood neutral
15016,55XrFge2dEZwYzNl128DwN,itssvd;Shiloh Dynasty,Missing,Losing Interest,76,120546,False,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,4,chill,calm,0.146461,Losing Interest by itssvd;Shiloh Dynasty with mood calm
96100,6d2cqIpkKo4IIhOxGqqy3w,Ruku Suna;Aseema Panda,Alo Mo Ribana Fita,Alo Mo Ribana Fita,32,227683,False,0.669,0.561,0,-4.119,1,0.0509,0.0427,0.0,0.349,0.615,150.041,4,samba,calm,0.035746000000000014,Alo Mo Ribana Fita by Ruku Suna;Aseema Panda with mood calm
6467,1ZkYaEkIDSDeDcShTBj9vE,Cadaveria,Far Away from Conformity (Remixed and Remastered),Call Me,19,221952,False,0.481,0.953,11,-3.324,1,0.096,2.98e-05,1.45e-05,0.0754,0.517,131.977,4,black-metal,energetic,0.204698,Call Me by Cadaveria with mood energetic
84868,5FlTfq71n5Fxrei3B07Vx2,Sir Lord Baltimore,Kingdom Come,Hell Hound,27,199240,False,0.362,0.899,2,-10.24,1,0.115,0.00339,1.59e-05,0.842,0.497,102.092,4,psych-rock,energetic,0.18121000000000004,Hell Hound by Sir Lord Baltimore with mood energetic
85905,1nyUYPwoKPCKfds3LQZkd2,Tragedis,Nikdy to nevzdám,Až to vzdám,35,228428,False,0.521,0.953,7,-4.042,1,0.0732,0.0028,0.0,0.114,0.575,99.977,4,punk-rock,energetic,0.17523400000000003,Až to vzdám by Tragedis with mood energetic
90763,1hzLMLNIlLgrThcVYUDO62,Josue,30 Años de Exitos,Mi Linda Esposa,29,163666,False,0.668,0.436,4,-8.54,1,0.0298,0.234,1.12e-06,0.108,0.594,101.381,4,rock-n-roll,calm,0.06933200000000002,Mi Linda Esposa by Josue with mood calm
1014,7cAxwshLN1yidrBlDePrYW,Criolo,Ainda Há Tempo,É o Teste,41,279720,False,0.66,0.728,10,-6.177,0,0.337,0.178,0.0,0.0516,0.594,91.101,4,afrobeat,energetic,0.058820000000000025,É o Teste by Criolo with mood energetic
113720,08Uob2WMCXKlzzNcHTxXG4,Thetahealing,Ondas Theta 2018 - Frecuencias Relajantes para Dormir y Dejar de Pensar Tanto,Sonidos Curativos,23,357999,False,0.139,0.0838,3,-24.937,0,0.0437,0.994,0.907,0.109,0.0363,70.194,5,world-music,sad,0.84970013,Sonidos Curativos by Thetahealing with mood sad
46846,1bwxynvl54cECrZp0X0GC6,3 Steps Ahead,Early Rave Anthems Part 5,Gabbers Unite - Long Mix,17,318960,False,0.497,0.944,2,-5.403,1,0.0542,0.00565,0.158,0.0761,0.697,185.027,4,happy,happy,0.128945,Gabbers Unite - Long Mix by 3 Steps Ahead with mood happy
82150,7fRvtXvJMpGfTLdF0M09a1,The Romantics,In Heat,Talking In Your Sleep,66,235093,False,0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,4,power-pop,happy,0.16601799999999997,Talking In Your Sleep by The Romantics with mood happy
8710,2xar08Fq5xra2KKZs5Bw9j,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,66,171466,False,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,4,blues,happy,0.018325,I've Got a Woman by Ray Charles with mood happy
59737,5hTeAOSQgpSjLeRD6qVAdQ,Martin Shamoonpour,8 Bit,Renge Aroosi (Old Song),0,93000,False,0.444,0.92,7,-4.079,1,0.0495,0.144,0.936,0.341,0.965,110.295,1,iranian,happy,0.12962500000000002,Renge Aroosi (Old Song) by Martin Shamoonpour with mood happy
27003,560Ac5wm8qT64yGNRKRhpN,NERO;ZHU,Dreams,Dreams,46,268043,False,0.521,0.55,1,-6.222,1,0.0709,0.0029,0.171,0.0955,0.0391,184.018,4,drum-and-bass,neutral,0.58146881,Dreams by NERO;ZHU with mood neutral
22248,3r5ojEuAXQTmKjD1oniPj7,Transmetal,México Bárbaro,Fariseos,27,196487,False,0.333,0.961,1,-7.434,1,0.0443,0.000673,0.244,0.234,0.133,109.408,4,death-metal,energetic,0.57521,Fariseos by Transmetal with mood energetic
79644,5FYlc7iKGQTlXjIKdBSgWB,We The Kings,Somewhere Somehow,Any Other Way,22,224926,False,0.457,0.924,11,-3.935,1,0.0604,0.0104,0.0,0.0847,0.434,77.457,4,piano,energetic,0.2389320000000001,Any Other Way by We The Kings with mood energetic
12979,1PKBW5ZFi8acWzQu4Fcw1g,Chilam;Myolie Wu,Loveholic,一刀了斷,18,240000,False,0.535,0.507,7,-6.544,1,0.0321,0.649,0.0,0.265,0.279,136.031,4,cantopop,neutral,0.28009000000000006,一刀了斷 by Chilam;Myolie Wu with mood neutral
27871,0ychblZGKTLqi0aVDuHXqU,Makoto;Pete Simpson,H25PITAL,Spread Love,16,352868,False,0.51,0.896,7,-4.717,0,0.0426,0.00286,0.00177,0.113,0.325,171.745,4,drum-and-bass,energetic,0.31324100000000005,Spread Love by Makoto;Pete Simpson with mood energetic
4376,0rFdP3ZfwsUajBLUuex0Kb,Ludovico Einaudi;Gautier Capuçon;Jerome Ducros,Emotions,Einaudi: Una mattina,55,190813,False,0.0975,0.0077,9,-34.135,0,0.0471,0.988,0.83,0.0603,0.0989,87.152,4,ambient,sad,0.8423605000000001,Einaudi: Una mattina by Ludovico Einaudi;Gautier Capuçon;Jerome Ducros with mood sad
69799,2ajUPNJCu8TAST7Rgh1DJY,D’MASIV,Perubahan,Dilema,32,232933,False,0.591,0.411,9,-6.597,1,0.0238,0.522,4.91e-06,0.0926,0.601,105.021,3,malay,calm,0.07532200000000003,Dilema by D’MASIV with mood calm
59371,4n18ieCPDxLez1ac36X7ID,Parsa Hadavi,Noise A Noise 19,Methamorphosis For Tapes (Homage A Gholamali Margiri),0,399656,False,0.254,0.61,0,-11.695,1,0.274,0.654,0.0215,0.182,0.0349,115.766,3,iranian,neutral,0.58547801,Methamorphosis For Tapes (Homage A Gholamali Margiri) by Parsa Hadavi with mood neutral
50473,3s1up0T18PGq0X9A9mxCxP,Asspera,Hijo de Puta,Ni la Pija Te Queda Hermano,23,264986,True,0.625,0.929,6,-4.367,1,0.0313,0.000161,0.0136,0.0685,0.665,120.015,4,heavy-metal,happy,0.12646600000000005,Ni la Pija Te Queda Hermano by Asspera with mood happy
9745,5c0N2qsBgz8C9Kh3YDv2hy,Rosa de Saron;Pe. Fábio de Melo,Acústico e Ao Vivo 2/3,Casino Boulevard - Ao Vivo,43,242653,False,0.413,0.625,1,-4.745,0,0.0283,0.497,0.0,0.38,0.215,136.017,4,brazil,neutral,0.3428500000000001,Casino Boulevard - Ao Vivo by Rosa de Saron;Pe. Fábio de Melo with mood neutral
17318,3KHKpb11TVJ3ReHLpIFZyR,Lucille Croft;BRVMES;TINYKVT,Misery,Misery,40,205411,False,0.531,0.867,2,-4.392,1,0.0467,0.00874,0.609,0.0785,0.0597,169.942,4,club,energetic,0.6193330900000001,Misery by Lucille Croft;BRVMES;TINYKVT with mood energetic
45778,00w1seIGyst9ZBptlMRGh2,Chamin Madero,Guitarras Mexicanas 16 de Oro,La Farsante,21,217346,False,0.766,0.417,3,-8.588,1,0.0315,0.686,0.926,0.233,0.595,90.022,4,guitar,calm,0.07551400000000003,La Farsante by Chamin Madero with mood calm
95769,4rXGCELo6W8RobuJgE67m8,Bobby Valentin,Siempre en Forma,Tu Rica Boca,28,294666,False,0.727,0.552,2,-10.34,0,0.0428,0.706,3.47e-06,0.0827,0.882,92.097,4,salsa,calm,0.009027999999999987,Tu Rica Boca by Bobby Valentin with mood calm
101787,0PFK7yF46byBkDi3q6ZbRi,Bedtime Baby,Baby Songs to Sleep - Baby Lullaby Music & Gentle Relaxing Lullabies for Babies to Sleep (Bedtime Collection),Calming Music for Baby in the Womb,33,222509,False,0.175,0.00725,0,-31.734,1,0.0409,0.995,0.907,0.0823,0.0398,69.385,3,sleep,sad,0.9292566025,Calming Music for Baby in the Womb by Bedtime Baby with mood sad
47918,1KBuhAHzia2qoD4u6YhvER,AC/DC,Stiff Upper Lip,Stiff Upper Lip,62,214560,False,0.588,0.851,7,-4.206,1,0.033,0.0344,0.00773,0.16,0.706,123.691,4,hard-rock,happy,0.07183700000000001,Stiff Upper Lip by AC/DC with mood happy
96724,3zTSIztZsRUeQXXVFOdexw,Soweto,Farol Das Estrelas,Briga De Paixão,37,202533,False,0.485,0.667,8,-6.354,1,0.0796,0.774,0.0,0.22,0.646,80.194,4,samba,happy,0.028205000000000015,Briga De Paixão by Soweto with mood happy
111317,5Rq2hPEd7UWN6i9tME54dj,Lamb,Between Darkness And Wonder,Angelica,49,220813,False,0.327,0.659,1,-8.338,1,0.0343,0.015,0.516,0.115,0.0384,116.385,3,trip-hop,neutral,0.58351556,Angelica by Lamb with mood neutral
7353,3m5xZwLbbJa4SHRZiWOooV,Josh Williams,Modern Day Man,Another Town,23,148066,False,0.57,0.85,10,-7.361,1,0.0311,0.087,3.71e-05,0.248,0.91,132.379,3,bluegrass,happy,0.0746,Another Town by Josh Williams with mood happy
24297,2m7DFd2aOXVpNlA5KeAlA7,Theo Parrish,American Intelligence,Footwork,10,709182,False,0.785,0.621,8,-9.923,1,0.0698,0.0037,0.898,0.22,0.343,126.266,4,detroit-techno,neutral,0.20929,Footwork by Theo Parrish with mood neutral
21822,6jNCeo2QjxhhcK9luJUrIN,Buju Banton;Garnett Silk;Sanchez;Tony Rebel;Richie Stephens;Marcia Griffiths;Mad Cobra;General Degree;Nana Mclean;Jack Radics;Terry Ganzie;Thrilla U;Kultra Knox;Dean Fraser,Reggae Dancehall Riddim: Nanny Goat,Reggae Dancehall Riddim: Nanny Goat,27,2308806,False,0.857,0.626,4,-5.906,1,0.159,0.0833,0.0,0.0566,0.78,84.993,4,dancehall,happy,0.0010760000000000019,Reggae Dancehall Riddim: Nanny Goat by Buju Banton;Garnett Silk;Sanchez;Tony Rebel;Richie Stephens;Marcia Griffiths;Mad Cobra;General Degree;Nana Mclean;Jack Radics;Terry Ganzie;Thrilla U;Kultra Knox;Dean Fraser with mood happy
69140,36W9uGXk3QlW6ZyTKSMcI9,Sachin Warrier;Job Kurian;Sayanora,Hits of Sachin Warrier,"Thaazhe Nee Tharame - From ""Thira""",40,171126,False,0.509,0.475,5,-8.994,0,0.0382,0.506,0.00383,0.168,0.173,135.31,4,malay,neutral,0.408754,"Thaazhe Nee Tharame - From ""Thira"" by Sachin Warrier;Job Kurian;Sayanora with mood neutral"
77761,4jqFhdWKO1yAqNvoR4JTLW,Ferrugem,Ferrugem em Casa 2 (Bloco 1) [Ao Vivo],Hora de te esquecer - Ao Vivo,42,152933,False,0.606,0.769,5,-6.688,1,0.0846,0.438,0.0,0.857,0.663,143.635,4,pagode,happy,0.04733000000000002,Hora de te esquecer - Ao Vivo by Ferrugem with mood happy
